date,"M2 growth, YoY % (18m earlier)","CPI inflation, YoY %"
1986-03-01,7.738838214114252,2.1535580524344455
1986-04-01,7.604345340194385,1.5887850467289688
1986-05-01,8.002272834888014,1.679104477611948
1986-06-01,8.613544315720079,1.7674418604651132
1986-07-01,9.078578110383528,1.671309192200554
1986-08-01,9.067741636548998,1.575532900834098
1986-09-01,8.78039810600837,1.757631822386685
1986-10-01,8.380092149080799,1.5668202764977046
1986-11-01,8.417997097242381,1.2844036697247763
1986-12-01,8.92309081061564,1.187214611872145
1987-01-01,9.264256161180073,1.364877161055511
1987-02-01,9.582100260066383,1.9143117593436676
1987-03-01,9.446573389181001,2.8414298808432603
1987-04-01,9.263195182430039,3.679852805887762
1987-05-01,8.61063615239599,3.669724770642202
1987-06-01,8.05185795429908,3.7477148080438782
1987-07-01,7.268127438789085,3.926940639269394
1987-08-01,6.737754365096227,4.2883211678832245
1987-09-01,7.048979419346657,4.2727272727272725
1987-10-01,7.673204815220114,4.355716878402904
1987-11-01,8.170180722891551,4.528985507246386
1987-12-01,7.972485807815,4.332129963898912
1988-01-01,8.10833058939744,4.129263913824044
1988-02-01,8.29002823356111,3.9355992844364973
1988-03-01,8.619004967022237,3.832442067736186
1988-04-01,8.895282865942612,3.9929015084294583
1988-05-01,9.02999233035966,3.9823008849557473
1988-06-01,9.47030497592296,3.96475770925111
1988-07-01,9.66181643748003,4.130052724077338
1988-08-01,9.333333333333327,4.111986001749779
1988-09-01,8.700801389601676,4.184829991281602
1988-10-01,8.197490324850488,4.260869565217407
1988-11-01,7.270758401980126,4.246100519930662
1988-12-01,6.508807614076839,4.4117647058823595
1989-01-01,5.802177720246715,4.482758620689653
1989-02-01,5.358020026450028,4.647160068846801
1989-03-01,4.936466884066104,4.892703862660941
1989-04-01,4.748613747162356,5.034129692832767
1989-05-01,4.365049981488345,5.276595744680845
1989-06-01,3.6180351906158315,5.1694915254237195
1989-07-01,3.776473590201568,5.063291139240511
1989-08-01,4.463050600655261,4.621848739495804
1989-09-01,4.964590521154877,4.435146443514637
1989-10-01,5.152106366066911,4.587155963302747
1989-11-01,5.512492338753283,4.655029093931851
1989-12-01,5.898461427593404,4.639602319801162
1990-01-01,6.052536883771142,5.198019801980203
1990-02-01,5.874547215148995,5.263157894736836
1990-03-01,5.629375625089295,5.237315875613735
1990-04-01,5.354034177709899,4.711616571892785
1990-05-01,5.725637660080185,4.365400161681476
1990-06-01,5.734602186294979,4.673650282030639
1990-07-01,5.0686711862025335,4.819277108433728
1990-08-01,4.23752439364371,5.702811244979911
1990-09-01,3.7609853989343467,6.169871794871806
